,OBJECTID,CODE,NAME,DESIG_DATE,HOTLINK,STAT_AREA,SHAPE_Leng_left,Shape_Length_left,Shape_Area_left,index_right,FID_1,CSREF,STATUS,CS_TYPE,STARTDATE,ENDDATE,ORG_NAME,DURATION,TOTVAL,GROSSAR,SUM_GIS_HA,AVGANNCOST,TOTVAL_NO,APP_YEAR,MAG_CS_TYP,SHAPE_Leng_right,Shape_Le_1,Shape_Length_right,Shape_Area_right,END_YEAR,AREA_CLIP
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1913,9435,623855,Agreement Live,Higher Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,Wyllie,5,10145,56.45,12.1993002458,2029,10145.0,2018,COUNTRYSIDE STEWARDSHIP (Higher Tier),2038.31294302,2038.31294302,2038.3129430168974,121993.00245774095,2023,0.12199300245774096
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,2061,15193,816391,Agreement Live,Mid Tier,01-01-2020 00:00:00,31-12-2024 00:00:00,Cherry Gardens Farm,5,13207.3,59.1,13.4185496507,2641.46,13207.3,2019,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",2327.30403626,2327.30403626,2327.304036256142,134185.49650704185,2024,0.13418549650704192
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,2086,17213,828786,Agreement Live,Mid Tier,01-01-2020 00:00:00,31-12-2024 00:00:00,CD & R MUNN,5,27587.15,151.7,93.6382783898,5517.43,27587.15,2019,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",15643.9645135,15643.9642109,15643.964210910475,936382.7858393791,2024,0.9363827858393791
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1882,8976,581664,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,BOYLES FARM,5,38199.6,433.5,86.6200605061,7639.92,38199.6,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",14906.2962188,14906.2963197,14906.296319688212,866200.6036876556,2022,0.8662006036876557
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1732,2509,325479,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,"WATERS, SD",5,58404.65,143.15,177.057572082,11680.93,58404.65,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",24699.287102,24699.287102,24699.287101954404,1770575.7208181452,2021,1.7705757208181447
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1755,3520,449087,Agreement Live,WOODLAND MANAGEMENT PLAN,01-05-2018 09:53:50,30-04-2020 09:53:50,*Unavailable,2,*Unavailable,106.5,20.3823605898,*Unavailable,0.0,2017,WOODLAND MANAGEMENT PLAN,6986.9275027,6986.36079275,6986.360792750692,203821.6142958383,2020,0.2038216142958384
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1983,12700,644629,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,Bradfords Farm Partnership,5,53161.6,151.25,414.540963097,10632.32,53161.6,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",45991.6318608,17142.552457,17142.552457028865,1596126.13625136,2023,1.596126136251359
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1958,11459,641871,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,Little Surries Farm,5,14517.3,74.75,15.9741941278,2903.46,14517.3,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",3825.33191608,3825.33191608,3825.3319160812816,159741.9412782474,2023,0.15974194127824753
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1930,9547,624487,Agreement Live,Higher Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,RSPB,5,200484.69,938.02,178.896042737,40096.938,200484.69,2018,COUNTRYSIDE STEWARDSHIP (Higher Tier),10571.3177243,10571.3174271,10571.317427117689,1788960.5237918932,2023,1.788960523791891
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1822,5282,484300,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,"HARRIS, R",5,75918.75,851.6,126.195018374,15183.75,75918.75,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",17627.9267381,17627.9243851,17627.924385065406,1261950.1949625912,2022,1.2619501949625906
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1704,1653,311142,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Pinewood Farm,5,13949.94,77.97,15.840498949,2789.9880000000003,13949.94,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",3524.35976095,3524.35973956,3524.359739563702,158404.9924977418,2021,0.15840499249774173
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1764,3988,469408,Agreement Live,WOODLAND MANAGEMENT PLAN,01-12-2017 14:10:55,30-11-2019 14:10:55,"HARRIS, R",2,4960,1979.32,395.634283178,2480,4960.0,2017,WOODLAND MANAGEMENT PLAN,28560.6920831,28560.6917612,28560.691761202434,3956342.6768578547,2019,3.956342676857856
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,2048,14911,808818,Agreement Live,Higher Tier,01-01-2020 00:00:00,31-12-2024 00:00:00,"HARRIS, R",5,199249.75,533.27,176.167852916,39849.95,199249.75,2019,COUNTRYSIDE STEWARDSHIP (Higher Tier),15049.826857,15049.8266475,15049.826647521704,1761678.4116773596,2024,1.761678411677361
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1999,14038,649736,Agreement Live,WOODLAND MANAGEMENT PLAN,01-12-2018 00:00:00,30-11-2020 00:00:00,*Unavailable,2,*Unavailable,362.48,81.5294667143,*Unavailable,0.0,2018,WOODLAND MANAGEMENT PLAN,25525.7715792,16427.1078169,16427.1078169411,435024.32485683146,2020,0.43502432485683135
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1914,9439,623872,Agreement Live,Higher Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,The Woodland Trust,5,28362.2,283.65,61.7208878156,5672.4400000000005,28362.2,2018,COUNTRYSIDE STEWARDSHIP (Higher Tier),5016.12708074,5016.12223111,5016.122231111997,617207.6851705237,2023,0.6172076851705233
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1824,5308,484945,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,G K DENNISS FARMS,5,99581.95,544.1,250.311976398,19916.39,99581.95,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",42414.0569969,42414.0568992,42414.05689921759,2503119.7812656728,2022,2.5031197812656725
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1870,8373,534099,Agreement Live,Higher Tier,01-01-2016 00:00:00,31-12-2020 00:00:00,P J Glyn,5,10580.1,30.93,10.2564467638,2116.02,10580.1,2017,COUNTRYSIDE STEWARDSHIP (Higher Tier),2280.50657548,2280.50657548,2280.506575475792,102564.46763784607,2020,0.10256446763784605
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1779,4219,471330,Agreement Live,WOODLAND MANAGEMENT PLAN,01-12-2017 15:34:40,30-11-2019 15:34:40,*Unavailable,2,*Unavailable,165.67,33.9308337699,*Unavailable,0.0,2017,WOODLAND MANAGEMENT PLAN,12147.0140481,12147.0145268,12147.014526810393,339308.3494773783,2019,0.33930834947737826
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1807,4899,477438,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,BLACKHAM COURT LTD,5,29084.9,88.95,64.4645785898,5816.9800000000005,29084.9,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",10036.5974629,10036.5978672,10036.59786724765,644645.7753342128,2022,0.6446457753342134
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,2085,17088,828310,Agreement Live,Mid Tier,01-01-2020 00:00:00,31-12-2024 00:00:00,Gladwin Farming Partnership,5,13144.2,59.2,86.4960297667,2628.84,13144.2,2019,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",8966.55927109,8966.55940422,8966.55940422191,864960.2984701056,2024,0.8649602984701059
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,2023,14601,722604,Agreement Live,WOODLAND MANAGEMENT PLAN,01-07-2019 00:00:00,30-06-2021 00:00:00,*Unavailable,2,*Unavailable,16.55,3.31436151081,*Unavailable,0.0,2019,WOODLAND MANAGEMENT PLAN,1889.47759708,1889.47759708,1889.4775970787975,33143.61510810465,2021,0.03314361510810464
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1796,4644,474865,Agreement Live,Higher Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,Great Cansiron Farm,5,7850.95,75.8,17.3284282584,1570.19,7850.95,2017,COUNTRYSIDE STEWARDSHIP (Higher Tier),6258.18902172,6258.18898323,6258.188983225901,173284.2789721527,2022,0.17328427897215268
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1671,1076,307543,Agreement Live,Higher Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Mrs M Marlow,5,9788.6,97.9,8.7592794594,1957.72,9788.6,2016,COUNTRYSIDE STEWARDSHIP (Higher Tier),1611.59786648,1611.59786648,1611.5978664753611,87592.79459398304,2021,0.08759279459398293
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1674,1104,307711,Agreement Live,Higher Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,E.J & A.I FENTON,5,78861.95,788.7,157.802913273,15772.39,78861.95,2016,COUNTRYSIDE STEWARDSHIP (Higher Tier),21454.1640062,21454.1631164,21454.16311642146,1578029.5263343723,2021,1.578029526334373
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1860,7824,518572,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,E.J & A.I FENTON,5,35712.95,376.8,137.072375743,7142.589999999999,35712.95,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",22271.5414447,22271.54467,22271.54466995605,1370724.0141821622,2022,1.3707240141821628
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1793,4586,473996,Agreement Live,Higher Tier,01-01-2016 00:00:00,31-12-2025 00:00:00,JONATHAN LATHAM,10,52621.05,324.45,24.5810078018,5262.1050000000005,52621.05,2016,COUNTRYSIDE STEWARDSHIP (Higher Tier),3497.46583079,3497.46583079,3497.4658307906766,245810.07829684275,2025,0.24581007829684293
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1867,8141,524538,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,Mr Ian Melluish,5,29749.65,139.95,24.6568263125,5949.93,29749.65,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",5704.99287112,5704.993085,5704.9930850043975,246568.2585210734,2022,0.2465682585210734
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1831,5586,487357,Agreement Live,Higher Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,Hammerwood Conservation Ltd,5,21630,29.7,9.23504841367,4326,21630.0,2017,COUNTRYSIDE STEWARDSHIP (Higher Tier),2200.42877063,2200.43062505,2200.430625054338,92350.46891003949,2022,0.09235046891003951
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1643,645,115024,Agreement Live,Higher Tier,01-01-2016 00:00:00,31-12-2020 00:00:00,H A HARPER,5,21906,178.5,36.2514835601,4381.2,21906.0,2015,COUNTRYSIDE STEWARDSHIP (Higher Tier),4472.56820233,4472.56708298,4472.5670829820665,362514.8151500191,2020,0.3625148151500189
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1745,2920,346492,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,BOWMAN & SONS,5,91019.05,1203.75,173.463534292,18203.81,91019.05,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",21723.9296929,19984.2905493,19984.290549323137,1651705.7532678556,2021,1.6517057532678565
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1864,8046,522518,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,R D ASHBY & SON,5,17953.2,145.9,21.1383192077,3590.6400000000003,17953.2,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",4321.08798091,4321.08798091,4321.087980913141,211383.19207670502,2022,0.21138319207670525
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,2090,17565,833677,Agreement Live,Mid Tier,01-01-2020 00:00:00,31-12-2024 00:00:00,*Unavailable,5,*Unavailable,24.75,4.97685676783,*Unavailable,0.0,2019,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",1172.2395509,1172.2395509,1172.2395509008816,49768.567678332336,2024,0.04976856767833231
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1747,3094,353813,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Chloe Anthony,5,8697.26,35.03,5.09929924167,1739.452,8697.26,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",1506.82205506,1506.82300138,1506.8230013814145,50992.98902568803,2021,0.05099298902568803
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1717,2081,321577,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,"LYLE, R.T",5,10416.65,75.85,42.3695499274,2083.33,10416.65,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",5681.9324312,5681.9324312,5681.932431196983,423695.49927408097,2021,0.42369549927408073
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1667,821,118521,Agreement Live,Mid Tier,01-01-2016 00:00:00,31-12-2020 00:00:00,RHF PARTNERSHIP,5,5906.79,16.65,13.1228255463,1181.358,5906.79,2015,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",2101.55572036,2101.55572036,2101.5557203624844,131228.25546297495,2020,0.13122825546297498
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1935,9613,624913,Agreement Live,Higher Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,Shadwell Woods,5,10392.35,96.7,19.4434604253,2078.4700000000003,10392.35,2018,COUNTRYSIDE STEWARDSHIP (Higher Tier),3540.70588791,3540.70588913,3540.7058891300667,194434.6055581486,2023,0.19443460555814865
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1826,5337,485085,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,R.B MATTHEWS AND PARTNERS,5,56248.6,394.45,198.49832528,11249.72,56248.6,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",29316.7076457,5641.04015888,5641.040158880117,405061.44051854266,2022,0.40506144051854265
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1992,13243,645472,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,Sean & Susan Quinn,5,44140.2,215.15,39.3146412589,8828.039999999999,44140.2,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",5818.3595452,5818.3595452,5818.3595451994015,393146.41258944373,2023,0.39314641258944405
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1777,4189,471106,Agreement Live,WOODLAND MANAGEMENT PLAN,01-11-2017 10:40:41,31-10-2019 10:40:41,*Unavailable,2,*Unavailable,203.5,47.8188152815,*Unavailable,0.0,2017,WOODLAND MANAGEMENT PLAN,17706.5126893,17706.5126907,17706.512690723128,478188.1526474565,2019,0.4781881526474569
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1642,644,115017,Agreement Live,Higher Tier,01-01-2016 00:00:00,31-12-2020 00:00:00,Eve Woodlands,5,8064.75,19.32,3.28154624142,1612.95,8064.75,2015,COUNTRYSIDE STEWARDSHIP (Higher Tier),863.278364727,863.278364727,863.2783647270605,32815.46241422568,2020,0.03281546241422568
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1880,8956,578733,Agreement Live,Higher Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Tunbridge Wells Borough Council,5,50635.9,262.0,60.6277828135,10127.18,50635.9,2017,COUNTRYSIDE STEWARDSHIP (Higher Tier),4738.59442008,4737.61729642,4737.617296419631,594302.9107548018,2021,0.5943029107548017
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1707,1688,311266,Agreement Live,Higher Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Tical Investments ltd,5,20500,205.0,45.5268525546,4100,20500.0,2016,COUNTRYSIDE STEWARDSHIP (Higher Tier),6979.18959019,6979.18947445,6979.189474447574,455268.5224004654,2021,0.4552685224004652
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1895,9295,617772,Agreement Live,WOODLAND MANAGEMENT PLAN,01-07-2018 18:08:11,30-06-2020 18:08:11,*Unavailable,2,*Unavailable,114.72,23.0090855608,*Unavailable,0.0,2018,WOODLAND MANAGEMENT PLAN,7216.97584321,7216.97584321,7216.975843205345,230090.8556079204,2020,0.23009085560792042
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1805,4833,476110,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,Mr C Talbot,5,52397.6,1129.15,228.113192734,10479.52,52397.6,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",37859.7078393,37859.7079522,37859.707952154626,2281131.956193302,2022,2.2811319561933012
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1690,1482,310120,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Tical Investments ltd,5,32481.9,179.7,36.9565316523,6496.38,32481.9,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",7687.13416146,7687.13375098,7687.133750977949,369565.30924207397,2021,0.36956530924207415
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1847,7253,495719,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,Sheerdrop,5,31638.9,208.1,84.8860258371,6327.780000000001,31638.9,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",14368.1176372,14349.7239169,14349.723916863717,846776.6969515393,2022,0.8467766969515388
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1823,5297,484890,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,MR ME ROBERTS,5,14359.35,170.6,60.2723213737,2871.87,14359.35,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",6688.49027019,6688.49027019,6688.4902701865085,602723.2136819288,2022,0.602723213681929
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1851,7392,496544,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,FREDERICK AND SONS,5,241607.45,546.8,201.106396677,48321.490000000005,241607.45,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",30844.6143149,30844.6144456,30844.614445566935,2011063.9701280647,2022,2.0110639701280646
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1735,2566,325723,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,DJ & VL KNIGHT&PARTNERS,5,7411.4,74.75,14.9454863636,1482.28,7411.4,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",2689.39539147,2689.39539147,2689.3953914730932,149454.86363570482,2021,0.14945486363570484
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1763,3986,469402,Agreement Live,WOODLAND MANAGEMENT PLAN,01-11-2017 12:00:00,31-10-2019 12:00:00,*Unavailable,2,*Unavailable,24.7,4.93828049217,*Unavailable,0.0,2017,WOODLAND MANAGEMENT PLAN,2203.01311339,2203.01309634,2203.013096343303,49382.80666675835,2019,0.04938280666675836
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1940,9752,626002,Agreement Live,Higher Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,Cobhambury Farm Stud,5,14073.1,82.8,16.6900667851,2814.62,14073.1,2018,COUNTRYSIDE STEWARDSHIP (Higher Tier),3600.54207209,3600.54207209,3600.5420720924258,166900.66785080152,2023,0.16690066785080154
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1689,1454,309942,Agreement Live,Higher Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Newtye Timber Ltd,5,13082.3,130.85,43.9782354979,2616.46,13082.3,2016,COUNTRYSIDE STEWARDSHIP (Higher Tier),7437.37483344,7437.37483673,7437.374836730775,439782.36560587445,2021,0.43978236560587436
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,2068,15445,819142,Agreement Live,WOODLAND MANAGEMENT PLAN,01-09-2019 00:00:00,31-08-2021 00:00:00,*Unavailable,2,*Unavailable,76.04,15.2129176927,*Unavailable,0.0,2019,WOODLAND MANAGEMENT PLAN,2971.74112179,2971.74112179,2971.7411217949743,152129.17692685543,2021,0.15212917692685546
4,5,14,High Weald,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/high-weald-aonb,1461.72,414738.23920712934,414738.23920712934,1461737820.6571672,1873,8564,548158,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,LINGFIELD LODGE FARM,5,52417.3,270.05,158.029528394,10483.460000000001,52417.3,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",20734.7010978,15222.5854595,15222.585459510628,997555.794413937,2021,0.997555794413937
