,OBJECTID,CODE,NAME,DESIG_DATE,HOTLINK,STAT_AREA,SHAPE_Leng_left,Shape_Length_left,Shape_Area_left,index_right,FID_1,CSREF,STATUS,CS_TYPE,STARTDATE,ENDDATE,ORG_NAME,DURATION,TOTVAL,GROSSAR,SUM_GIS_HA,AVGANNCOST,TOTVAL_NO,APP_YEAR,MAG_CS_TYP,SHAPE_Leng_right,Shape_Le_1,Shape_Length_right,Shape_Area_right,END_YEAR,AREA_CLIP
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1378,5901,489164,Agreement Live,Higher Tier,01-01-2017 00:00:00,31-12-2026 00:00:00,Bathampton Farming Partnership,10,484709.37,5664.88,814.151867133,48470.937,484709.37,2017,COUNTRYSIDE STEWARDSHIP (Higher Tier),60029.8316855,48799.9513373,48799.95133731709,5292123.828177813,2026,5.292123828177818
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1601,15311,817931,Agreement Live,TREE HEALTH RESTORATION,01-09-2019 12:00:00,31-08-2021 12:00:00,*Unavailable,2,*Unavailable,2.86,4.69911609286,*Unavailable,0.0,2018,TREE HEALTH RESTORATION,2434.18018856,2434.17996337,2434.1799633655596,46991.160151158125,2021,0.04699116015115814
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1501,10692,633928,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,D&C KING FARM,5,12994.7,110.5,22.1330970521,2598.94,12994.7,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",2669.21111799,2669.21119505,2669.211195054026,221330.97155556988,2023,0.22133097155556997
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1476,9602,624836,Agreement Live,Higher Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,JM STRATTON & CO,5,347273.75,2391.6,778.70476684,69454.75,347273.75,2018,COUNTRYSIDE STEWARDSHIP (Higher Tier),61318.7193771,44389.5026858,44389.502685805644,5241822.451185744,2023,5.2418224511857465
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1477,9603,624853,Agreement Live,Higher Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,Tytherington Down LLP,5,225900.76,826.69,244.342258837,45180.152,225900.76,2018,COUNTRYSIDE STEWARDSHIP (Higher Tier),15679.0835427,15679.0831054,15679.083105413016,2443422.592078837,2023,2.443422592078838
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1444,8639,555353,Agreement Live,IMPLEMENTATION PLAN,10-05-2018 15:06:47,09-05-2019 15:06:47,*Unavailable,1,*Unavailable,242.38,244.342258837,*Unavailable,0.0,2018,IMPLEMENTATION PLAN,15679.0835427,15679.0831054,15679.083105413016,2443422.592078837,2019,2.443422592078838
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1432,8182,524930,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Fisherton Manor Farm,5,31103.75,159.75,190.163065294,6220.75,31103.75,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",14897.9671482,2052.25627867,2052.25627866923,166087.37736080794,2021,0.16608737736080803
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,3629,12978,645065,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,R N & H PHILLIPS,5,84851.15,840.71,92.685971155,16970.23,84851.15,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",12060.4064072,1278.51095462,1278.5109546193883,76392.43907241811,2023,0.0763924390724181
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1525,11939,643538,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,V.E. SIDFORD,5,48394.75,234.82,100.557037614,9678.95,48394.75,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",6336.46415689,6336.46371477,6336.463714768674,1005570.3663967081,2023,1.0055703663967086
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1304,2742,326824,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,M & J CROSSMAN LTD,5,37837,82.4,115.253732454,7567.4,37837.0,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",13270.476186,13270.476186,13270.476186032687,1152537.324538551,2021,1.1525373245385508
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1616,17346,829436,Agreement Live,Mid Tier,01-01-2020 00:00:00,31-12-2024 00:00:00,G & C PUDDY,5,16509.45,29.6,53.9907778385,3301.8900000000003,16509.45,2019,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",8663.26244812,8347.89684325,8347.89684324987,481372.49606660346,2024,0.4813724960666037
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1542,12605,644461,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,J & W COLLINS,5,96621.05,824.1,355.224480213,19324.21,96621.05,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",26898.4571159,9569.14447626,9569.144476258796,1044974.6298868398,2023,1.0449746298868399
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1607,16402,825512,Agreement Live,Mid Tier,01-01-2020 00:00:00,31-12-2024 00:00:00,S J CROSSMAN,5,49158.75,306.25,99.0454439635,9831.75,49158.75,2019,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",16903.2654691,16903.2654691,16903.26546913536,990454.4396349641,2024,0.9904544396349639
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1527,12038,643675,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,A H CORP & SON,5,106798.02,161.12,191.034753483,21359.604,106798.02,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",17016.019791,14846.2742697,14846.274269660937,1730553.7748058487,2023,1.730553774805849
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1532,12194,643918,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,*Unavailable,5,*Unavailable,32.7,15.1634012973,*Unavailable,0.0,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",4442.422276,3779.73861911,3779.7386191114983,141950.56435950779,2023,0.14195056435950776
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1563,14051,650041,Agreement Live,TREE HEALTH IMPROVEMENT,01-12-2018 08:48:56,30-11-2020 08:48:56,MARQUESS OF BATH LONGLEAT EST,2,40824,43.74,203.81825572,20412,40824.0,2018,TREE HEALTH IMPROVEMENT,10074.3162462,10074.3162462,10074.316246165869,2038182.557196606,2020,2.0381825571966066
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1433,8264,528008,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Simon Baggs & F Caudle,5,13611.45,143.3,28.6226216586,2722.29,13611.45,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",3994.26014022,3994.26014022,3994.260140218166,286226.21658607386,2021,0.28622621658607383
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1402,7004,494425,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Hi-Fell Farming,5,25879.95,143.0,32.4277587808,5175.99,25879.95,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",4851.44089587,4851.44089587,4851.440895873545,324277.58780762914,2021,0.32427758780762916
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1369,5709,488057,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,M J Lacy,5,40985.6,146.05,61.5773040395,8197.119999999999,40985.6,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",9987.6597283,1156.97229371,1156.9722937051547,72562.96639490004,2021,0.07256296639490005
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1604,15945,822764,Agreement Live,Mid Tier,01-01-2020 00:00:00,31-12-2024 00:00:00,Barford Pope Ltd,5,61496,211.64,165.003178124,12299.2,61496.0,2019,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",17540.7924825,9481.04848681,9481.048486805646,946063.298795944,2024,0.9460632987959443
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1295,1944,314846,Agreement Live,Mid Tier,01-01-2016 00:00:00,31-12-2020 00:00:00,Cowgrove Farm Limited,5,54245.95,284.7,210.628209382,10849.189999999999,54245.95,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",21321.8788107,10582.980812,10582.980811975815,1213429.782081583,2020,1.2134297820815831
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1523,11794,643319,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,CRAB FARMS,5,49991.48,237.87,48.3811980042,9998.296,49991.48,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",5161.68393757,492.757620893,492.7576208925702,8080.44787548252,2023,0.00808044787548252
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1397,6880,493837,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,CRAB FARMS,5,48383.05,376.55,294.805966343,9676.61,48383.05,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",23060.7452128,23061.918838,23061.9188379969,2948046.5392056755,2022,2.9480465392056754
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1351,4944,477634,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2019 00:00:00,Hollands Farms Blandford Ltd,2,7870.6,0.06,0.0399973583862,3935.3,7870.6,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",87.6548978954,87.6548978954,87.65489789538596,399.97358386233486,2019,0.00039997358386233476
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1608,16477,825797,Agreement Live,Mid Tier,01-01-2020 00:00:00,31-12-2024 00:00:00,Mr CJR Street & Mrs FC Street,5,38156.08,6.12,56.5031129051,7631.216,38156.08,2019,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",7102.03678354,7102.03678354,7102.036783538179,565031.1290507705,2024,0.5650311290507706
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1437,8312,531524,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,"COSSINS & SONS LTD, J",5,41792.6,294.0,262.92431633,8358.52,41792.6,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",29446.3886814,29446.3886814,29446.38868140975,2629243.1632995023,2021,2.6292431632995026
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1524,11842,643394,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,WATES FARM PARTNERSHIP,5,49039.85,37.05,222.626014184,9807.97,49039.85,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",20896.4044694,19913.8981068,19913.898106831835,2151159.007049446,2023,2.151159007049446
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1356,5342,485216,Agreement Live,Mid Tier,01-01-2016 00:00:00,31-12-2020 00:00:00,Launceston Farm,5,86700.1,1281.4,200.453599271,17340.02,86700.1,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",23319.2462086,23319.2462086,23319.246208610646,2004535.992710439,2020,2.004535992710439
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1312,3288,370222,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,DW TAYLOR & SONS LIMITED,5,24691.9,148.75,226.485719939,4938.38,24691.9,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",23158.5730737,21879.4567535,21879.456753483337,2106476.6177626047,2021,2.1064766177626044
32,33,10,Dorset,Jul-59,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/dorset-aonb,1129.33,376380.35031126416,376380.35031126416,1129330692.0767696,1312,3288,370222,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,DW TAYLOR & SONS LIMITED,5,24691.9,148.75,226.485719939,4938.38,24691.9,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",23158.5730737,21879.4567535,21879.456753483337,2106476.6177626047,2021,2.1064766177626044
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1382,6110,490589,Agreement Live,Higher Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,Coppid Farming Enterprises LLP,5,177816.4,851.4,181.257134588,35563.28,177816.4,2017,COUNTRYSIDE STEWARDSHIP (Higher Tier),34154.3222865,34154.3210685,34154.321068507,1812571.272066296,2021,1.812571272066296
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1452,9136,611013,Agreement Live,Mid Tier,01-01-2016 00:00:00,31-12-2020 00:00:00,Coppid Farming Enterprises LLP,5,167658.84,872.53,914.924366877,33531.768,167658.84,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",81378.0109463,81378.0112619,81378.011261921,9149243.583037056,2020,9.149243583037054
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1377,5870,489000,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2019 00:00:00,Launceston Farm,2,6696,0.02,0.612527312759,3348,6696.0,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",783.50802601,783.50802601,783.5080260097467,6125.273127586959,2019,0.006125273127586958
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1621,17622,838148,Agreement Live,Higher Tier,01-01-2020 00:00:00,31-12-2029 00:00:00,*Unavailable,10,*Unavailable,29.7,3.24266420612,*Unavailable,0.0,2019,COUNTRYSIDE STEWARDSHIP (Higher Tier),2320.98116362,2320.98116362,2320.981163616614,32426.64206118062,2029,0.03242664206118062
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1412,7262,495777,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,Ranston Farms,5,282800.91,2957.1,683.635852187,56560.18199999999,282800.91,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",72258.2213342,68698.7094394,68698.70943942001,6686847.320756654,2022,6.686847320756651
32,33,10,Dorset,Jul-59,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/dorset-aonb,1129.33,376380.35031126416,376380.35031126416,1129330692.0767696,1412,7262,495777,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,Ranston Farms,5,282800.91,2957.1,683.635852187,56560.18199999999,282800.91,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",72258.2213342,68698.7094394,68698.70943942001,6686847.320756654,2022,6.686847320756651
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1348,4831,476096,Agreement Live,WOODLAND MANAGEMENT PLAN,01-04-2018 00:00:00,31-03-2020 00:00:00,*Unavailable,2,*Unavailable,143.6,28.7280266989,*Unavailable,0.0,2017,WOODLAND MANAGEMENT PLAN,3292.87901941,3292.8784362,3292.8784361970684,287280.27359489875,2020,0.2872802735948988
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1313,3295,370705,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,WW HANNAM & SONS LTD,5,71884.25,293.2,239.903347182,14376.85,71884.25,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",16772.4746346,16772.4747433,16772.474743333092,2399033.4821830285,2021,2.399033482183028
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1589,14923,809012,Agreement Live,WOODLAND MANAGEMENT PLAN,01-08-2019 00:00:00,31-07-2021 00:00:00,*Unavailable,2,*Unavailable,314.75,62.9518815682,*Unavailable,0.0,2019,WOODLAND MANAGEMENT PLAN,19339.028706,19339.026411,19339.02641102559,629518.8201220126,2021,0.6295188201220128
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1357,5354,485434,Agreement Live,WOODLAND MANAGEMENT PLAN,01-03-2018 12:10:50,29-02-2020 12:10:50,*Unavailable,2,*Unavailable,24.4,4.87599953503,*Unavailable,0.0,2017,WOODLAND MANAGEMENT PLAN,1536.64787035,1536.64787035,1536.647870353111,48759.99535028539,2020,0.04875999535028535
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1308,2970,348001,Agreement Live,Mid Tier,01-01-2017 00:00:00,31-12-2021 00:00:00,EASTBURY ESTATES (1955) LTD,5,68659,240.2,386.82207505,13731.8,68659.0,2016,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",33671.3594367,33671.3597357,33671.3597356917,3868220.7560869786,2021,3.86822075608698
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1463,9545,624472,Agreement Live,Higher Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,TA GREEN & SONS (DOWNFARM) LTD,5,79900.45,861.13,103.805803495,15980.09,79900.45,2018,COUNTRYSIDE STEWARDSHIP (Higher Tier),9418.04923085,9418.04923085,9418.04923084764,1038058.034949589,2023,1.0380580349495891
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1408,7151,495251,Agreement Live,Mid Tier,01-01-2018 00:00:00,31-12-2022 00:00:00,LEWISIA LIMITED,5,116425.75,785.4,319.157994568,23285.15,116425.75,2017,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",32673.8274792,17743.3390678,17743.339067841,1536464.1005840653,2022,1.5364641005840654
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1321,3723,465654,Agreement Live,WOODLAND MANAGEMENT PLAN,01-09-2017 12:00:00,31-08-2019 12:00:00,*Unavailable,2,*Unavailable,310.97,70.562983836,*Unavailable,0.0,2017,WOODLAND MANAGEMENT PLAN,14259.433611,12094.9455944,12094.94559444925,656412.5261424669,2019,0.656412526142467
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1337,4429,472483,Agreement Live,Higher Tier,01-01-2016 00:00:00,31-12-2020 00:00:00,Marquess of Salisburys Estates,5,204320.31,1732.7,310.142756373,40864.062,204320.31,2016,COUNTRYSIDE STEWARDSHIP (Higher Tier),59610.2729471,40439.9868347,40439.98683467646,2308841.908216474,2020,2.3088419082164746
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1499,10457,631722,Agreement Live,Mid Tier,01-01-2019 00:00:00,31-12-2023 00:00:00,MR I F & MRS J R HEPBURN,5,35316.3,95.15,28.6256392777,7063.26,35316.3,2018,"COUNTRYSIDE STEWARDSHIP (Middle Tier)

",3700.00455976,3700.0045198,3700.0045197959253,286256.38433283166,2023,0.28625638433283174
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1329,4014,469594,Agreement Live,Higher Tier,01-01-2018 00:00:00,31-12-2027 00:00:00,CRANBORNE FARMS,10,604226.6,3723.33,1069.63712791,60422.659999999996,604226.6,2017,COUNTRYSIDE STEWARDSHIP (Higher Tier),88148.9481724,74133.4289269,74133.42892687106,9469802.295594256,2027,9.46980229559426
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1441,8453,541144,Agreement Live,Higher Tier,01-01-2016 00:00:00,31-12-2025 00:00:00,N D DIBBEN FARMS LTD,10,111680.13,388.55,273.636029146,11168.013,111680.13,2017,COUNTRYSIDE STEWARDSHIP (Higher Tier),22831.5825943,22831.5828066,22831.582806575676,2736360.2949028495,2025,2.736360294902849
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1575,14514,697543,Agreement Live,TREE HEALTH RESTORATION,01-04-2019 12:00:00,31-03-2021 12:00:00,MANOR FARM PARTNERSHIP,2,8377.92,62.0,42.9646907167,4188.96,8377.92,2018,TREE HEALTH RESTORATION,5754.03421242,5754.03421242,5754.034212421327,429646.9071666835,2021,0.4296469071666838
20,21,8,Cranborne Chase & West Wiltshire Downs,Oct-83,http://www.landscapesforlife.org.uk/about-aonbs/visit-aonbs/cranborne-chase-west-wiltshire-aonb,985.94,209164.24600427673,209164.24600427673,985947815.7744412,1279,1401,309503,Agreement Live,Higher Tier,01-01-2017 00:00:00,31-12-2026 00:00:00,N D DIBBEN FARMS LTD,10,62984.75,202.7,31.3163087168,6298.475,62984.75,2016,COUNTRYSIDE STEWARDSHIP (Higher Tier),6184.97226539,6184.97205808,6184.972058081628,313163.0971574492,2026,0.3131630971574493
